3	0	-1	0	180	0	-2.6	3	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1.2	2.5	0	0	0	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	-1	0	180	-20	-2.6	3	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1.2	2.5	0	0	0	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	-1	0	180	-40	-2.6	3	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1.2	2.5	0	0	0	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	-1	0	180	-70	-2.6	3	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1.2	2.5	0	0	0	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	-1	0	180	-160	-2.6	3	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1.2	2.5	0	0	0	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	-1	0	180	-160	-2.6	3	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1.2	2.5	0	0	-40	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	-1	0	180	-160	-2.6	3	0	0	50	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1.2	2.5	0	0	-40	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	-1	0	180	-160	-2.6	3	0	0	50	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1.2	2.5	0	0	-40	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	-30	0	0	0	0	0	0	60	0
3	0	-1	0	180	-160	-2.6	3	0	0	50	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1.2	2.5	0	0	-40	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	-30	0	0	-10	-30	0	0	60	0
3	0	-1	0	180	-160	-2.6	3	0	-10	40	0	-100	0	0	0	20	20	-30	0	-60	10	-30	-30	0	0	1.2	2.5	0	0	-40	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	-30	0	0	-10	-30	0	0	60	0
3	0	-1	0	180	-110	-2.6	3	0	-10	40	0	-100	0	0	0	20	20	-30	0	-60	10	-30	-30	0	0	1.2	2.5	0	0	-40	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	-30	0	0	-10	-30	0	0	60	0
3	0	-1	0	180	-80	-2.6	3	0	-10	40	0	-100	0	0	0	20	20	-30	0	-60	10	-30	-30	0	0	1.2	2.5	0	0	-40	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	-30	0	0	-10	-30	0	0	60	0
3	0	-1	0	180	0	-2.6	3	0	-10	40	0	-100	0	0	0	20	20	-30	0	-60	10	-30	-30	0	0	1.2	2.5	0	0	-40	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	-30	0	0	-10	-30	0	0	60	0
