1	0	0	0	180	0	-3	4	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1	3.5	0	0	0	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
2	0	0	0	180	0	-3	4	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1	3.5	0	0	0	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	0	0	180	0	-3	4	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1	3.5	0	0	0	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	0	0	180	-10	-3	4	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1	3.5	0	0	0	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	0	0	180	-30	-3	4	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1	3.5	0	0	0	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	0	0	180	-50	-3	4	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1	3.5	0	0	0	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	0	0	180	-70	-3	4	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1	3.5	0	0	0	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	0	0	180	-70	-3	4	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1	3.5	0	0	-20	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	0	0	180	-70	-3	4	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1	3.5	0	0	-30	0	10	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	0	0	180	-70	-3	4	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1	3.5	0	0	-30	0	-40	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
3	0	0	0	180	-70	-3	4	0	0	0	0	-100	0	0	0	0	20	-30	0	-60	-10	-30	-30	0	0	1	3.5	0	0	-30	0	-40	-20	0	0	0	0	0	0	0	0	0	0	-60	0	0	50	0	-30	0	50	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0
